listing_id,id,date,reviewer_id,reviewer_name,comments
705858,1358848900482875949,2025-02-17,359921363,Yuri,Bill was kind and communicative before the stay and throughout the stay! The location is walkable to South Congress and many restaurants. The private hot tub is so nice!
28379054,800089686806473688,2023-01-08,490099606,Amir,place looked just like the pictures! Will recommend to our friends when visiting austin. Thanks for making our austin trip amazing!!
10042925,493552789,2019-07-22,144696371,Arely,"Jennifer had everything ready for us, she let us know ahead of time the construction issues, and she had plenty of amenities for us to use. The rooms are spacious and comfortable. We had a great time!"
16338748,960155064387023427,2023-08-17,439679555,Russell,Great stay!
15886011,1074063479606744970,2024-01-21,1287834,Tonia,I stayed overnight here with some friends to run a local race (was close to the finish line).  The condo was comfortable and clean.  We did note one of the beds was broken so we had to adjusted our sleeping arrangements but it was not a big deal. There is some noise from the streets nearby which may be bothersome for light sleepers.
15886011,764891216,2021-05-31,51999980,Cristina,"This has been one of my favorite places to stay. Hanging out on the balcony was fun. The location is everything. Just a heads up, there are no mirrors in any of the rooms, only in the restrooms and that made it a challenge for the ladies to get ready, besides that everything was great!"
1285142090397458255,1364665294591477997,2025-02-25,189538999,Cody,"Great location, and clean! Highly recommend!"
202187,360467063,2018-12-20,842786,Jinesh,"John's apartment was charming. Conveniently located, cozy, and clean. John was easy to reach and very helpful. I enjoyed my time there greatly, and would  recommend highly!"
28640193,737945494,2021-03-10,82286813,Angelika,"This place was perfect for our little four day getaway! It’s conveniently located near some of Austin’s top restaurants and shops, and it’s not far from the airport. If you’re looking for something cute and sweet, this is definitely your top pick!"
202187,241321782,2018-03-08,67330592,Cody,"The Airbnb was nice and close to downtown. I was able to walk the entire stay and the house was located on a quiet street. The internet was very spotty, but John does address this in the house details"
17103933,508255075,2019-08-12,145207029,Jasmine,Great place to stay at!
23468465,1389258372309397660,2025-03-31,17620045,Nicole,Don’t pass up staying here! Property is so cute and I’m already missing the sauna + cold plunge. It’s a really special place and I will absolutely be making this my go-to when I’m in Austin.
1343435259472252397,1393637605932689536,2025-04-06,54370418,Matthew,"Nice lil cozy space perfect for a couple + pet. There is no real kitchen but I managed fine considering I was there for a short stay. There is a small fenced outdoor space to let dog walk around, which was convenient. Close enough to main attractions to make it worth it."
48867583,768933758,2021-06-11,170277318,Kaylynne,Nice hotel!
5094445,189729781,2017-09-02,141041187,Jenna,"Bill was a fabulous host and has a beautiful space! The pool was amazing! It was a very short, easy walk to lots of cute boutiques and restaurants. I would totally stay with him again!"
1462311,594214081921120633,2022-03-30,70806891,Ethan,You can’t beat this location and space you’ll get for the price. Chris is great at communicating and will give you lots of good recommendations if you need some things to do.
12308357,1170385058305260927,2024-06-02,438614400,Ren,Great spot for a private post-wedding evening!
5094445,1262420417557179646,2024-10-07,229766529,Cierra,Bill’s Airbnb was the perfect place to relax before and after the Austin City Limits music festival. The place was clean with fun personal touches and the pool was refreshing. I would definitely recommend staying here.
15886011,634060034,2020-07-02,186370561,Morgan,"Nice apartment. Convenient area. The photos however, make you think you’re going into something slightly different. Rules are a little tight, such as taking out your own trash, even after you already pay $100 cleaning fee, then if you don’t take out the trash another $100 on top of that. There was an open, half-used jar of pasta sauce in the cabinet, no forks, Very foul smell in the dishwasher, and dirty showers. There were scuffs on the walls. Also, the front door handle fell off and we ended up needing to fix it ourselves, along with other door handles in the bedrooms being broken. This stay has so much promise with it’s great location, amazing layout and view, and closeness to amenities - but it does need to have these issues fixed beforehand. But, we still had a good time. We had an issue with our toilet, and they fixed it immediately. Would probably stay again, but it just needs to be cleaner."
19789358,403351665,2019-01-20,25894829,Martha,Alfredo and Juliet were wonderful hosts. We felt at home and enjoyed being there! Would highly recommend.
12308357,761559016,2021-05-23,6970285,Cooper,Wonderful location and great place for couples. Bathroom & closet space are much bigger/nicer than expected. Path does have a lot of stairs/gravel so would recommend shoulder bags vs rolling luggage. We didn’t get to use the pool due to rain all weekend but it is beautiful. Bill was great!
12308357,915322469257002665,2023-06-16,3041353,Elissa,I only wish we could have stayed longer! Beautifully designed. We’d love to stay again when we come back to Austin.
349447,445643942,2019-04-29,124576522,Yasin,"Great host, easy check-in, parking right Infront of the door, clean place, good amount of space, everything you need is available right there! Will come back again and recommend highly!"
15942648,158443743,2017-06-06,117103191,Alan,"Nancy was an excellent host.  She made our first airbnb stay perfect.  Her place was well-decorated, clean and had all the right amenities.  The location was very convenient and made access to wonderful downtown Austin so simple.   I would definitely try to stay there again!"
705858,136105249,2017-03-08,31982653,Lisa,"Bill is a fantastic host and his place was great as well.  Loved being able to walk to the coffee shop and even bought myself a pair of boots up the street.  Definitely would stay here again.  Prime location, quiet street."
28640193,565186379162860573,2022-02-18,44914170,Tom,"Was just right for my stay… thanks guys for having me … loved the location and many little places to try. If your wanting to go for a walk, it’s just a few steps away and public transportation is near as well. Love that your place is also down a quite road. You all in town this is a must stay!"
48867583,453535855275512799,2021-09-17,73661606,George,"Awesome location, amazing staff.  Highly recommend!"
49384908,1363158142535670785,2025-02-23,305738231,Ashley,Loved this house and it was very dog friendly! Excited to stay here again on my next visit to Austin!
23038138,987705426147885679,2023-09-24,202083265,Darius,"Great host. This was my second time at the location, will be booking again."
23468465,1120362991617054839,2024-03-25,19258928,Marie,We always love a quirky place and this one fits the bill! Appreciated the chocolate and other touches. Whiskey was so cute and surprisingly friendly. ><<br/>Great place to relax with tons to do just down the street!
1462311,715925835046403915,2022-09-14,188758227,Marcella,"This little farmhouse feeling cottage is a beautiful little gem in urban Austin. Chris was super attentive and was very responsive when communicating. Space was just what we needed for our midweek, mini-vacation. Will definitely stay here again and will recommend it to friends."
5094445,113960467,2016-11-14,97667729,Kathi,"Unfortunately, only had one night to enjoy this home. Everything stated on the website is accurate and it is a very comfortable accommodation.  The location was perfect for us as it was just a few blocks from the path that will take you to Town Lake and the surrounding activities.  "
53413902,937736592056458860,2023-07-17,438631656,Claire,"Really nice place to stay at, great location! Everything was very clean and Jon was SUPER  responsive and helpful!! Would definitely recommend/stay here again!"
626065916690491645,1439262596014785882,2025-06-08,479827953,Ellie,"This house was AWESOME!!! The host was so responsive and so accommodating. The location is quite literally perfect. I was in Austin for my bachelorette party and we were able to walk to EVERYTHING…ice cream, liquor store, coffee, restaurants, bars, Target, Whole Foods. 10/10 recommend"
29302404,442078146,2019-04-22,240528182,Alison,"This Airbnb is extremely well located! The hosts are really friendly, and their home is extremely nice and clean. I would definitely stay there again!"
705858,543538432545239813,2022-01-19,147928975,Brooke,Everything was awesome. From the pool to the location. Great amenities! Would love to stay here again.
23468465,1026940562928465434,2023-11-17,135561605,Amy,"I was left in awe of this charming home! I’ve stayed in countless airbnbs in the past but this is the first that truly felt like a welcoming home. The mix of ambient and natural lighting truly made the place feel cozy. I tried to spend as much time in the cute outdoor patio and porch. The gorgeous garden and greenery almost makes you forget you’re in the city. Despite its central location, quiet hours were respected. Whiskey the friendly cat was another highlight of my stay. Although I came on a work trip, Julie’s place offered so much to help me unwind at the end of the day. I truly hope I get another chance to stay here!"
19789358,852880457261353653,2023-03-22,441209769,Maria Kayleen,Great place! Bedroom and bathroom were spotless and had access to the kitchen as well.
15942648,740595752478666801,2022-10-18,5353321,Daniel,"Great location on the west side of downtown.  Easy walk to a lot of places or a very short scooter, uber/lyft ride anywhere.  Nancy & Vin were very quick to respond to any questions and were great hosts.  There is one temporary compliant, there is construction occurring across the street that starts about 8 am.  Ear plugs provided but if you're a light sleeper it might be an something to think about. Otherwise was a very solid stay!<br/>Better half is fantastic for food/drinks and is 1 block away!"
7859914,473434071,2019-06-21,77385780,Barbara,"The place was cozy, private and in the right location. I love it felt like home away from home."
1003881093066787583,1399402391641868132,2025-04-14,39176796,Doug,We really enjoyed our stay at this house. The location was convenient for visiting The Domain and downtown. Marisa was very attentive and the house was perfect for our group of 5 but could easily have accommodated more.
349447,825419592461701429,2023-02-12,68945211,Melanie,"My boyfriend and I were in Austin for a long weekend to explore the city, visit the university, and catch a longhorns basketball game. We knew we didn’t want to stay in a hotel, so this airbnb close to the UT campus was great. The home was easy to find from the hosts very descriptive instructions, using the keypad to get in was easy, and the home was so cozy and beautifully maintained. It was modern but had a very cool Texas feel. The bed was SO comfortable, and the garage door in the kitchen was an awesome addition, especially for the warmer sunny day during our trip. As for the location; it wasn’t super walkable to downtown/restaurants, especially at night since parts of east Austin aren’t as developed and are kind of sketchy. But there were plenty of lime scooters for us to catch in the neighborhood, and we were shocked at the low prices of Uber, 6 dollars to get downtown at 10pm on a Friday is unheard of in DC (where we are from). We will surely be back! Thanks Jason and Meredith!"
2528473,1020421375887060179,2023-11-08,466290558,Gregory,Great stay and great vibes
48867583,1302311841233566459,2024-12-01,520220455,Mohanapriya,Good Stay
594291992666525609,628283430511097507,2022-05-16,375639560,Jamice,"I had a very pleasant stay. The unit was clean, nicely decorated, and fully stocked with all essentials including bottled water in the fridge. Pictures are accurate to the unit. Quiet area and still close to downtown with lots of adventure.A steal for pricing! Would definitely visit again."
2528473,654298268,2020-08-21,192752775,Rosalinda,"Best airbnb I’ve ever stayed at, the backyard is beautiful and i loved all the animals"
23468465,474873038,2019-06-23,145509347,Laura,"Julie and Pete were extremely accommodating when we were in Austin. They added personal touches of putting local Austin beverages in the fridge for our arrival, check-in was easy, and they followed up with us to let us know about the local coffee shop (Figure 8) which had amazing breakfast tacos. The place was the perfect size for 2-3 people, comfortable, and clean!"
23038138,327895382,2018-09-24,129305636,Morgan,Brian’s has a beautiful place it was the perfect spot for a day getaway to enjoy the city! I truly appreciate the cleanliness and simple cute decoration. Location was super close to everything!
1462311,950747116055702326,2023-08-04,178224144,Melina,Chris was a great host and touched base with me the night before my arrival.  He met me at the airbnb and walked me through how the gates/keypads worked.  I was very surprised by this touch and I enjoyed the space.  It was well equipped and felt very comfortable/ very spacious.  I would come here again in a heartbeat.  The parking situation and walkability of the area is unbeatable!
1062432083717763776,1115369129094992573,2024-03-18,2335965,Nena Margaret,"Comfortable, well-appointed, stylish and with easy access to downtown Austin. I would definitely stay here again and/or recommend it to friends. Amelia was helpful and communicative throughout. A great Austin home base."
44334720,989888948102170787,2023-09-27,248108144,Danny,Second time staying here and won’t be my last.
28640193,730607904,2021-02-12,9249841,Lauren,Lovely stay for a quick getaway!
23038138,1105864844828249653,2024-03-05,60605220,David,"Brian was very professional and proactive. Instructions were clear. He also offered suggestions for places to eat. So, he was a very approachable host and responsive. Most noteworthy: The apartment was spotless and VERY well appointed. <br/>We happened to arrive in town on Sunday late pm and stayed only 1 full day - not enough to really figure out the geography of Austin. So, while Brian’s place is near 6th East (we walked it once as it’s only a half mile or so) it’s not in a neighbourhood that you’d feel like strolling through, not much to see  in the immediate area. So, we found we needed a car to get around which was ok but we like walking places. Austin doesn’t seem like a highly walkable place. <br/>So, solid 5s for everything Brian did to make the experience very comfortable and 3 out of 5 for location as rated by folks who like to walk…a lot."
202187,1276945010581516374,2024-10-27,111290563,Kadie,John’s place was perfect for our long weekend in Austin. It’s private and homey and John and his wife were more than happy to help us if we needed anything at all. The kitties greeted us when we got to home and they were one of my favorite parts of our stay. The chickens were also awesome. The home is in walking distance to so many great spots in the S. Congress area and it was also easy to get an Uber to travel farther when needed. I would definitely recommend this home to anyone!
48951298,571809446817556879,2022-02-27,116551605,Katie,Andy was extremely responsive and accommodating. This Airbnb was perfect for our group of 6 and I’d certainly book again next time I’m in Austin!
44334720,1178416116356889062,2024-06-13,361439202,Andrew,👍
23468465,511614334,2019-08-17,20629418,Juanita,"Our stay was wonderful! We were only in Austin for 1 night, however we felt at home in the space. Would definitely recommend an extended stay!"
1330518768754362603,1377647096697564565,2025-03-15,345562286,Taylor,"So good, I'll be staying there twice within a week! The animals were friendly and made minimal noise overnight, nothing a fellow pet owner can't handle. Better than the hotel I would use when visiting the area, as I am rarely in town long enough to justify the prices or take advantage of the amenities. This place is perfect for those stopping by and honestly just need a shower and a bed to sleep. The work desk within the bedroom was huge and put to good use during my stay. The space is comfortable for one person, would be more of a cozy fit for two people. Looking forward to staying again this week and in the future!"
501260614657629525,613074563155332754,2022-04-25,61734931,Jin,Austin’s place is very cozy and clean! It is well organized and decorated. <br/>And it is pretty close to everywhere. You can also find good restaurants and shopping nearby.
18326728,839180904473392226,2023-03-03,237410361,Roberto,"Excellent host, very clean and nice place. I wish I could book more days."
28640193,407973126437384894,2021-07-16,233993473,Eric,This was my first time in a tiny house. It was adorable. It had everything i could ask for plus plenty more. Loved it and will probably be back for a longer visit next time.
48867583,394854312293117670,2021-06-28,247686744,Bailey,Perfect hotel!!
1880094,414108596,2019-02-18,159006461,Chris,A nice apartment conveniently located with easy access to food and drinks in East Austin. Pretty easy to get into town as well.
240541,1170394907899348591,2024-06-02,264777281,Austin,"Perfect for a weekend getaway, and the location is awesome. Easy to check in and easy access with plenty of privacy. Definitely would stay again."
12308357,837725847281066517,2023-03-01,290401800,Adan,Bill made us feel wanted and like we were at home.  Extremely nice and pleasant to deal with.
1462311,296333845,2018-07-25,5628407,Alysha,"Amazing spot, everything is exactly as pictured. Perfect location for activities downtown or on South Lamar. Chris was quick to reply and happy to accommodate my very last minute booking. Stay here-and don’t forget to say hello to Pumpkin and Pecan!"
15942648,465894374663990503,2021-10-04,422058954,Emily,This was a great place to stay! It was in walking distance of so many restaurants and shops. The host was very nice and easy to reach! I would recommend staying here!
44334720,470304649096755590,2021-10-10,48609548,Lara,"Huge apartment - perfect location. Reasonable pricing for late check out. The bed was comfy, the bathroom clean and spacious, the kitchen modern with everything one can need!"
240541,763126531,2021-05-27,185790332,Caroline,This place was wonderful if you’re staying alone or if you want to get real cozy with someone else! Great location - in walking distance of great restaurants and bar's - and very well-maintained for such a small space.
28379054,1329892125915905132,2025-01-08,41779251,Cornell,Beautiful place to get away from the hustle and bustle of the city but near everything as well.
1462311,736112135,2021-03-03,73575582,Steven,Highly recommend
29302404,445634972754555598,2021-09-06,149979786,Gabriela,Sean was great and the location is amazing!
949922,144744506,2017-04-16,116104427,Megan,We enjoyed our stay!
10042925,820327824405726989,2023-02-05,177745577,Chase,Jenn’s place was great.  Very comfortable place that was clean and easy. Cozy as described with  four great bedrooms.  Jenn was awesome and responsive and left great instructions.  I will definitely stay here again when I’m in the area. <br/>Thanks!
15942648,1017506969426984099,2023-11-04,327167333,Rheall,Stay was great! The location for me was beyond perfect for our 1 night in Austin since west 6th street was right there and walkable for a fun night out. Airbnb had everything the 2 of us could want. The only negative was the neighbors upstairs I'm pretty sure had Bevo over for a per game visit as the stomping started around 8am and was going strong when we left at 10am. But I've lived in many a downstairs units its just the nature of the beast so I just put on some TSwift and we jammed while getting ready and packing up.
7859914,403300792,2019-01-20,71536192,Ashley,"Clean, cute space. Not too expensive of an Uber to downtown."
33315718,1495788068036200704,2025-08-25,6724447,Claudia,"The house is very nice. The decor is very nice, the neighborhood is quiet .<br/>James was responded to our questions.<br/>However, we could never turn on the patio lights and the jacuzzi.<br/>James tryed to help us but It was bot possible.<br/>The place was very clean."
28640193,902974982418040220,2023-05-30,98324492,Vanessa,"Drew’s place was very comfortable and private. Instructions were extremely clear to access the Tiny Home. We were no more than 10 mins away from coffee shops, restaurants, bars, 6th… to name a few! The tiny home itself had more than enough amenities for a comfortable overnight stay!"
7859914,1309590185192556474,2024-12-11,589449354,Jaheem,Great place must recommend
15942648,452250066,2019-05-12,38402850,Audrey,"Nancy was as accommodating as I could possibly have wanted, communication was a breeze with her, and check-in was the easiest I've ever had on AirBnB! I think this place was a really good value because it's extremely clean, the proximity to downtown is close but not obnoxious, and the bed and pillows are ultra comfy! The Roku is a huge plus if you're there for a longer stay like we were. Would highly recommend for couples. The dimmers on all the lights are a nice touch."
12308357,149156379,2017-05-02,55496704,Ariel,"Beautiful getaway, true to description. Also, the pool is great and I *loved* the shower for those that are fans of a luxury shower experience. "
1291296664921974255,1467559825011150765,2025-07-17,19396910,Ana Carolina,"Beautiful house, responsive host, we recommend. Thanks again"
202187,1446551674726166344,2025-06-18,695103323,Nicholas,"Great house that's walking distance from the main retail strip of South Congress. The central location allows for cheap ride-shares to other parts of the city, especially if staying during the week. Decor was cozy and reminiscent of the early 2010s hipster heyday. Quiet, leafy neighborhood. Highly recommend."
1880094,892117802490725300,2023-05-15,154309519,Melissa,Great place in a quiet Austin neighborhood. Lots of restaurants close by and it was an easy to get around to the popular tourist areas.  If you are able to bring bikes I would recommend as there is lots to do within a short bike ride and there were plenty of bike lanes/paths.
705858,432700933,2019-04-04,54295064,Henry,Great place. Great location. Right near south congress but also in quiet neighborhood. Hip and cozy. Bill wonderful host.
48867583,909526789916571014,2023-06-08,434978948,Jake,Great place to stay! Would stay again
23038138,566108752,2019-11-18,295263922,Meghan,Loved staying here! Brian is a great host!
52510855,1004453217850597710,2023-10-17,415856764,Jim,"Brian’s place was perfect for one or two people to stay.  The surrounding area was very nice and quiet, and had a lot of walkable restaurants nearby.  The interior of the studio apartment looked just like the pictures, and had a pleasing, modern looking aesthetic to it.  Brian also was very helpful, and sent detailed instructions for everything before I arrived, so I didn’t need to ask many questions. Would highly recommend!"
949922,748299442,2021-04-12,16710891,Misti,Perfect and adorable!
17590487,987707004020116260,2023-09-24,227913740,Duarte,"Really enjoyed my stay, the location was very convenient, and the place was really nice.  The retro game arcade cabinet was a nice touch!  Michael was very responsible whenever we had a question."
1880094,188169537,2017-08-28,17111613,Kersten,"Wir (Familie mit 3 Personen) haben den Aufenthalt bei Jeany und Mose genossen. Das Apartment ist sehr gut ausgestattet und sehr sauber. Wir sind mitten in der Nacht angereist und konnten unseren Leihwagen während unseres Aufenthaltes direkt in der Garageneinfahrt parken. Bei unserem nächsten Besuch in Austin, wären wir gerne wieder hier. <br/>Vielen Dank an Jeany und Mose!"
967451,744179215312398818,2022-10-23,133710064,Jojo,"Clean, quiet, conveniently location to many attractions and restaurant. 10/10 would recommend and would definitely stay again!"
5873238,1475565033081745993,2025-07-28,360781042,Samara,"We absolutely loved our stay here! The area was quiet and peaceful, yet so close to some amazing places and restaurants in Austin. Christopher was kind, maintained great communication, and made sure everything was well throughout our entire stay. Can’t wait to be back (:"
19789358,280193886,2018-06-22,7760643,Litsong,"Friendly hostess, well thought setting, great location for flight. It is a good stay before 6am flight"
686893963514622006,871065529248683890,2023-04-16,235087105,Tracie,We had a great time for our friends birthday - it was a little cold for the pool but the hot tub was wonderful. <br/>The pass through window on the kitchen was amazing. I wish it had been better equipped for cooking and staying at the house as far as food storage and serving.<br/>The neighborhood was quiet and away from a lot of the noise of downtown.
5873238,1366794892542001375,2025-02-28,28770334,Lara,This was a great spot to be able to work remotely and also make it out to a concert. Thank you!
240541,975466677085205325,2023-09-07,220110129,Martha,Great little place! Had a nice time there and felt safe and cozy.
27927993,714569271,2020-12-10,95566830,Pete,The house was a perfect indoor/outdoor retreat
240541,626029082805904099,2022-05-13,138636955,Megan,This space is small but very functional and as advertised. Would definitely stay here again when I’m in Austin!
2528473,318837411,2018-09-04,83979443,Annie,"Our time in Austin wouldn’t have been the same if we hadn’t stayed here. It was so perfect and added so much to our trip. The host is extremely accommodating and loves sharing her home. <br/>It’s also 10-15 minutes outside of the city, very safe, and close to grocery stores. Just do yourself a favor and stay here!"
7859914,712861305,2020-12-01,195212654,James Cole,Very low key spot for a night or would be a fun place to stay with your s/o. Low maintenance and super clean. I loved just being able to relax and do my thing.
48867583,749190340,2021-04-16,349587877,Emma,Great value for a clean and comfortable hotel room. Included complimentary breakfast and has a 24 hour gym and a pool. Check in was easy and communication was also very easy.
202187,1204420343545908459,2024-07-19,110716350,Gillian,Always a great place to stay when visiting Austin for work! Love the chickens and the kitties!
48951298,1030545227596000211,2023-11-22,256097937,Laura,My family and I enjoyed our stay. Definitely recommend
649514455439091082,1194335922773942736,2024-07-05,587087699,Rafael,Nice spot.
705858,979796818906641412,2023-09-13,55958832,Evan,A quiet place within walking distance of South Congress and a short drive to a lot more. Bill was a great host and we enjoyed our stay!
7859914,111284711,2016-10-30,12163335,Nancy,"We enjoyed our stay. It was not far from the airport hotel that had the convention we were here for and it was quiet. the large bed was firm, the medium one was in between, and the small one softer, something for everyone."
5094445,541272217965526795,2022-01-16,26806014,Elizabeth,"Bill is a fantastic host! The Airbnb is super close to south congress, plenty of shops and restaurants in walking distance. A quick 10 min scooter ride to anywhere else in the city. It was spotless and spacious! Bed is super comfy. In a quiet neighborhood that felt very safe. Would definitely stay again"
949922,577541584491965891,2022-03-07,251930990,Gavin,Very unique place in East Austin. The property has other rentals on it and the host was hands off and just let us enjoy. Overall very good experience in the camper with the animals around and cool backyard.
29302404,577519185827275728,2022-03-07,56616686,Ashley`,Great location. Very cute and comfortable accommodations. We would definitely stay again.
12308357,421026353545403420,2021-08-03,81310856,Aleona,"This place is amazing! Highly recommended! Great location right by all restaurants. Place is Amazingly decorated, so detailed. Loved the pool and atmosphere, and more so the host was amazing and kind!"
17103933,262633072,2018-05-09,3201006,Julia,Great place. Great location.
705858,699266270249822312,2022-08-22,443683628,Gabster,Bill’s place was amazing! It was extremely clean. Very much spotless! The location was safe and close to everything. We had privacy! The pool was “shared” but to be honest I never saw any other guess in it besides us. I’m definitely staying again. This was our first trip to Austin and this place alone made us want to return! Bill gave us privacy but let us know that he was there for anything that we needed! The Space was stylish and neat! Thank you Bill!
44334720,613027043610606857,2022-04-25,148665739,Zoie,"Awesome location, huge space with a nice kitchen, had everything we needed! Would definitely be recommending and staying there again."
18326728,423574313,2019-03-14,141923076,Amee,Master suite is huge with all of the amenities. J.D. was very personable and helpful. Great location just outside of downtown. Definitely recommend the Uber bikes as a quick and inexpensive way to get downtown!
349447,1153724841395026153,2024-05-10,513474552,Amy,Went to watch our daughter graduate UT. Cute little studio close to UT. Jason was very responsive when we needed to add our daughter as a guest for the first night.
12308357,107954436,2016-10-13,3290974,Chrissy,Bill was as lovely as his little tucked away Austin oasis was! Loved the guest suite and how easy it was to walk to s. congress and enjoy the Austin evenings.  Book this suite!!!
705858,427351115,2019-03-23,8350666,Brad,This studio is in a wonderful location and has what you need for a short stay.  We were in town for a wedding so it was perfect for us. The location is fantastic.  Very close to South Congress but also on a quiet and peaceful street.  Not really any private outdoor space as the courtyard is also the entrance to the other units.  Quite clean and comfortable.
733203,1403715766158279377,2025-04-20,189086036,Charlotte,"Location was great and the place is well suited for big groups. The only feedback I have is that some small functional things are missing - eg dressers to unpack clothes, not enough bright lighting, etc. It was overall a good home base for our group trip"
5094445,167425622,2017-07-06,75029284,Jessica,"Location, cleanliness, and decor are unmatched. Fair warning- there is no flexibility on the guest policy, but the rental is excellent and extremely well maintained. The pool was also pleasant. "
15886011,248065572,2018-03-30,81415879,Lisa,"Picture is accurate, save for the construction going up right outside the gorgeous view of the city. That did not deter, just something to be aware of. Most apt's in this location are Airbnb, save for 3 perm. residents. Very quiet, well appointed , but could use some female touches. Great clean, masculine place. It was perfect for what we needed and would rent again, when needed."
1462311,932676433355669060,2023-07-10,10524759,Adam,Charming place that has an old eclectic vibe. Amazing location to shops and food.
28640193,888395788013533788,2023-05-10,405907734,Ramya,"This was a great way to experience tiny living in Austin! The place was very cute and clean, and perfect for two people. I'd definitely recommend staying here!"
28640193,892122049731725981,2023-05-15,1893139,Valerie,Super communicative host and the tiny home was perfect for our weekend getaway. Would definitely recommend.
23038138,716969353,2020-12-20,210779347,Juan,This place is so nice and so calm. Definetly a home away from home.
29302404,345964379,2018-11-06,28216442,Chris,Fantastic hosts and a great place to stay! Would definitely stay again.
33315718,1421144436979596628,2025-05-14,367591825,Katy,"Everything was PERFECT! The house was gorgeous as was the neighborhood. Definately made, mine and my four co-workers work trip stay in Austin, TX memorable! Will definitely book again!"
1880094,577508679,2019-12-15,172493331,Melody,A three minute walk to Lady Bird Lake. We loved being so close to 6th street.
240541,1333441278213924855,2025-01-13,200199119,Breen,"A nice place, close to downtown <br/>Thank you for hosting me"
949922,6654937,2013-08-20,993926,Danni,"We had such a nice time visiting Austin and staying at Marcella's. She has a wonderful house and garden, which made the experience even better. The airstream is comfortable and large enough for two people to move around freely. It has air-conditioning which cools the whole trailer down quickly. Hot water is great as is the shower pressure. <br/><br/>Check-in process was smooth and we were made very welcome by the family (including all the animals!)<br/><br/>Thank you for letting us stay!"
48867583,753028155,2021-04-29,21102362,Kyle,"hotel-esque experience, about what you'd expect. quick and easy, would stay again!"
28379054,706505147980748843,2022-09-01,245990309,Timothy,It’s a great place to stay
15942648,923300605757913390,2023-06-27,496985856,Kuen-Ting,"We enjoy our stay. Great location, clean unit, and well-maintained facility/amenity."
